nombre_cancion,anio,mes,reproducciones,likes
Horizonte Rojo,2018,Septiembre,3332,136
Sutil,2017,Octubre,2377,1094
Desvelo II,2023,Julio,1494,2434
Reinicio,2015,Junio,3774,4737
Nostalgia,2020,Junio,4081,1440
Pulso Final,2018,Abril,2313,199
Desorden,2024,Septiembre,1100,3370
Tensión,2022,Enero,3072,1469
Pulso Final,2017,Mayo,873,3846
Entre Sombras,2022,Diciembre,3322,3377
Ausencia,2019,Mayo,1089,418
Caos,2018,Abril,2690,4950
Lento Adiós,2022,Enero,3056,845
Última Vez,2015,Agosto,1520,2346
Último Latido,2023,Noviembre,2832,414
Pálpito,2022,Julio,2619,4269
A Media Luz,2015,Septiembre,283,1187
Niebla,2019,Marzo,4481,1110
Fragmentos,2017,Noviembre,1083,2206
Última Vez,2023,Junio,455,339
Noches de Neón,2021,Diciembre,795,4740
Horizonte,2018,Junio,2461,2633
Caos,2017,Abril,4871,4887
Desconexión,2016,Noviembre,826,4486
A Contrarreloj,2023,Julio,502,1821
Marea Alta,2020,Enero,3479,3090
Al Límite,2020,Febrero,4243,3688
Ecos,2021,Marzo,885,1102
A Media Luz,2018,Abril,929,2770
Antes del Silencio,2021,Febrero,4951,4751
Noches de Neón,2019,Enero,2147,3629
Ruido Blanco,2017,Junio,3830,4968
Horizonte,2021,Enero,2500,3497
Gravedad,2015,Septiembre,1569,622
Eco Final,2018,Septiembre,2788,2878
Al Límite,2018,Noviembre,3786,1754
Destino Cruzado,2021,Octubre,3702,596
Cenizas,2024,Noviembre,3377,2025
Ecos,2022,Enero,634,2438
Recuerdos,2015,Marzo,4215,1426
Repetición,2023,Mayo,1610,972
Pecado,2015,Septiembre,219,4190
Reinicio,2019,Diciembre,4821,4747
Laberinto,2024,Junio,3417,206
Fantasmas,2021,Septiembre,4769,2513
Desvelo II,2016,Noviembre,1135,2468
Destino Cruzado,2018,Enero,2837,4831
Repetición,2018,Marzo,4676,1100
Horizonte,2017,Mayo,2957,1934
Entre Sombras,2022,Marzo,1711,4528
Reinicio,2021,Julio,1521,826
Desvelo II,2017,Agosto,3159,3679
Ausencia,2017,Septiembre,1889,2792
Destino Cruzado,2017,Octubre,4645,2844
Eterno,2017,Octubre,399,3315
Marea Alta,2019,Abril,1362,2906
Resonancia,2023,Marzo,2350,1104
Renacer,2017,Enero,2751,4679
Mil Vidas,2020,Octubre,265,1512
Sombras II,2019,Mayo,2408,4926
Pulso Final,2018,Septiembre,120,4477
Despierto,2020,Mayo,4518,4003
Último Latido,2023,Mayo,2928,2296
Desvelo II,2019,Enero,4351,2711
Callejón,2023,Octubre,2406,3090
Desconexión,2021,Octubre,3211,562
Fantasmas,2018,Octubre,4848,2156
Despierta,2018,Septiembre,2403,3240
Vértigo,2015,Enero,1875,1036
Siluetas,2018,Septiembre,4132,4396
Última Vez,2024,Julio,1358,3501
Siluetas,2019,Agosto,2680,207
Cicatrices,2023,Abril,4785,2461
Retroceso,2025,Mayo,1929,1313
Entre Sombras,2019,Mayo,548,657
Colisión,2016,Enero,722,4702
Gravedad,2018,Mayo,1555,4717
Última Vez,2023,Mayo,3823,889
Ciudad Rota,2020,Enero,4656,3514
Callejón,2022,Enero,930,4597
Ruido Blanco,2025,Agosto,1763,4066
Pálpito,2023,Abril,618,2448
Pulso Final,2025,Abril,2596,2804
Instante,2015,Febrero,4653,841
Corazón Eléctrico,2019,Agosto,3263,2651
Sutil,2022,Junio,3920,3636
Pálpito,2015,Mayo,1546,2095
Después de Ti,2025,Septiembre,1618,3932
Cicatrices,2015,Julio,229,3742
Contratiempo,2025,Enero,917,2844
Mirada Fría,2019,Septiembre,1367,3772
Sin Mirar Atrás,2019,Mayo,932,954
Distancia,2020,Marzo,2773,3892
Sombras del Ayer,2016,Mayo,242,2440
Fuego Interno,2025,Noviembre,136,4280
Lento Adiós,2019,Febrero,1990,170
Corazón Eléctrico,2020,Enero,3805,3074
Recuerdos,2015,Abril,15,1815
Despierta,2021,Enero,3092,3445
Sutil,2018,Agosto,1695,2449
Reinicio,2020,Marzo,1123,3964
Pulso Final,2023,Diciembre,91,508
Instinto,2019,Septiembre,2963,2894
Contratiempo,2017,Noviembre,406,526
Caos,2020,Mayo,343,2708
Última Vez,2025,Octubre,1180,2217
Despierta,2021,Noviembre,1564,4443
Recuerdos,2016,Agosto,3638,1493
Pulso Final,2022,Noviembre,4136,4614
Pálpito,2025,Junio,224,4785
Ecos,2022,Marzo,1474,3206
Tensión,2020,Febrero,4594,283
Inercia,2025,Mayo,2827,4454
Contratiempo,2023,Julio,311,4131
Desconexión,2024,Mayo,4259,663
Ciudad Rota,2016,Abril,2324,836
Pulso,2018,Octubre,2473,2757
Llama Azul,2021,Agosto,3429,269
Despierto,2021,Marzo,878,1160
Fuego Interno,2016,Julio,2000,4504
Corazón Eléctrico,2021,Septiembre,4297,1210
Despierto,2015,Diciembre,1799,1354
Pálpito,2019,Mayo,978,3745
Pulso Final,2020,Marzo,829,4840
Caída Libre,2016,Agosto,171,160
Laberinto,2019,Febrero,2363,2268
Punto Ciego,2016,Noviembre,3253,771
Tiempo Muerto,2018,Febrero,4354,717
Inercia,2022,Enero,4001,2749
Eterno,2022,Noviembre,2824,404
Fantasmas,2016,Diciembre,2990,43
Distancia,2015,Noviembre,1687,1872
Pulso,2021,Mayo,389,3035
Tiempo Muerto,2025,Mayo,846,694
Latente,2020,Mayo,4399,852
Inercia,2021,Noviembre,3580,2899
Niebla,2024,Noviembre,547,2500
Callejón,2020,Julio,957,2968
Última Vez,2020,Julio,4090,1529
Último Latido,2024,Agosto,2298,834
Laberinto,2016,Noviembre,4209,2962
A Media Luz,2019,Agosto,2375,1068
Desfase,2023,Enero,4249,1204
Caída Libre,2017,Mayo,2237,2340
Espiral,2020,Septiembre,4720,1429
Alma Libre,2025,Junio,2187,4550
Instinto,2025,Septiembre,2375,3463
Desvelo II,2017,Septiembre,4773,3589
Desvelo,2015,Mayo,2703,4260
Instinto,2024,Octubre,2179,1410
Recuerdos,2018,Abril,967,3276
Noches de Neón,2015,Noviembre,878,1009
A Contrarreloj,2022,Noviembre,3474,2306
Antes del Silencio,2017,Septiembre,1091,1774
Mirada Fría,2016,Agosto,577,4286
Pálpito,2015,Diciembre,4449,4065
Desvelo II,2015,Enero,3898,269
Corazón Eléctrico,2017,Abril,4383,4563
Marea Alta,2018,Julio,1117,3253
Intermitente,2022,Abril,4341,1798
Marea Alta,2018,Mayo,1784,1503
Ritmo Urbano,2024,Febrero,4590,516
Desconexión,2024,Febrero,3173,1721
Fragmentos,2019,Septiembre,2448,782
Distancia,2022,Abril,4383,3712
Sutil,2024,Julio,764,612
Horizonte Rojo,2017,Julio,4916,2388
Desfase,2015,Mayo,1615,4924
Nostalgia,2019,Marzo,2723,4151
Pecado,2017,Julio,4251,3923
Punto Ciego,2021,Agosto,4213,3760
Caos,2017,Febrero,3185,1099
Sin Mirar Atrás,2021,Septiembre,1949,2556
Pulso Final,2017,Junio,1051,4251
Ecos,2021,Agosto,1865,1664
Nostalgia,2023,Abril,3714,2792
Al Límite,2016,Abril,2206,212
Intermitente,2017,Julio,1707,3033
Retroceso,2024,Enero,2712,1696
Fragmentada,2024,Septiembre,2729,2618
Entre Sombras,2018,Noviembre,690,1969
Caída Libre,2017,Agosto,836,3217
Inercia,2021,Diciembre,1816,4673
Tensión,2017,Julio,1627,3281
Al Límite,2015,Agosto,2373,4070
Después de Ti,2021,Octubre,2845,3075
Voces,2021,Julio,99,4566
Instinto,2024,Mayo,1032,3406
Punto Final,2022,Agosto,2778,1668
Desvelo,2021,Febrero,933,47
Caos,2023,Agosto,4755,4518
Lluvia de Estrellas,2020,Mayo,3825,735
Colisión,2021,Enero,2646,4456
Desfase,2018,Marzo,974,2240
Inercia,2024,Septiembre,3650,4273
Llama Azul,2017,Marzo,4437,3903
Mil Vidas,2017,Marzo,3907,559
Latidos,2016,Febrero,1382,213
Espiral,2017,Julio,2399,4214
Desvelo II,2017,Enero,1333,1543
Retroceso,2018,Diciembre,3408,1784
Tiempo Muerto,2015,Diciembre,776,2536
Sin Mirar Atrás,2022,Marzo,4696,4259
Pulso,2015,Agosto,2753,4551
Destino Cruzado,2019,Febrero,2246,2211
Intermitente,2015,Agosto,4006,493
Contratiempo,2019,Julio,3244,1084
Sin Control,2016,Julio,2267,2857
Ciudad Rota,2018,Enero,4817,4530
Resonancia,2016,Noviembre,1528,801
Nostalgia,2015,Septiembre,510,2094
Punto Final,2020,Junio,3822,19
Distancia,2016,Abril,4018,2954
Horizonte Rojo,2021,Noviembre,3285,4792
Sin Mirar Atrás,2023,Octubre,621,4759
Vértigo,2021,Octubre,4904,969
Fantasmas,2022,Diciembre,2095,804
Fuego Interno,2024,Abril,4162,4013
Pulso,2022,Enero,1637,2443
A Contraluz,2015,Marzo,4779,2264
Pulso,2021,Junio,2746,4984
A Media Luz,2025,Septiembre,2731,4649
Horizonte,2016,Julio,4741,4210
Latidos,2024,Febrero,659,2089
Mirada Fría,2016,Abril,86,4162
Después de Ti,2024,Diciembre,3237,4504
Colisión,2020,Febrero,4085,4630
Destino Cruzado,2021,Mayo,1040,400
Repetición,2020,Julio,2992,2576
Sombras del Ayer,2018,Julio,2402,926
Despierto,2023,Septiembre,1311,3803
Horizonte Rojo,2017,Abril,1357,3168
Pulso,2024,Enero,3722,1328
Caos,2017,Noviembre,2191,2919
Corazón Eléctrico,2015,Diciembre,3076,2024
Fragmentada,2018,Enero,4989,695
Ruido Blanco,2015,Mayo,4438,1153
Entre Sombras,2024,Octubre,566,1623
Desvelo,2016,Junio,3042,2199
Cenizas,2019,Marzo,2336,4445
Última Vez,2020,Julio,1445,3605
Ruido Blanco,2017,Diciembre,2144,715
Antes del Silencio,2015,Enero,3415,3598
Fantasmas,2021,Febrero,1651,3958
Nostalgia,2016,Diciembre,4269,4313
Lento Adiós,2023,Octubre,2104,3584
Voces,2024,Agosto,368,2776
Despierta,2019,Junio,3780,1265
Vértigo,2022,Marzo,4612,2046
Repetición,2023,Diciembre,1305,207
Renacer,2019,Junio,4123,3034
Renacer,2021,Septiembre,1224,2869
Último Latido,2023,Marzo,1978,1641
Sombras II,2015,Mayo,3453,2530
Vértice,2018,Noviembre,1167,659
Resonancia,2025,Abril,1206,3944
Laberinto,2019,Julio,4767,305
Voces,2020,Julio,3483,344
A Contraluz,2025,Octubre,3554,3701
Sin Filtro,2015,Mayo,649,3621
Eco Final,2025,Abril,917,1651
Desfase,2021,Septiembre,802,3168
Mirada Fría,2018,Junio,1469,4844
Vértice,2024,Agosto,262,536
A Contrarreloj,2023,Abril,2514,2629
Desvelo II,2021,Mayo,4603,3679
Sutil,2020,Marzo,4804,1251
Pálpito,2022,Septiembre,4072,2988
Lento Adiós,2025,Octubre,4014,1539
Ciudad Rota,2019,Julio,3213,808
Claroscuro,2025,Abril,3704,2917
Ausencia,2017,Abril,3024,1132
Última Vez,2022,Septiembre,3890,3134
A Media Luz,2020,Enero,4822,3741
Sutil,2016,Septiembre,4009,1808
A Contrarreloj,2015,Diciembre,4702,4693
Resonancia,2022,Octubre,1699,1786
Sombras del Ayer,2021,Agosto,781,2993
Instinto,2020,Abril,3419,2771
Ruido Blanco,2018,Abril,4251,4731
Despierto,2023,Agosto,615,4892
Oscuridad Total,2015,Febrero,694,4417
Fuego Interno,2023,Mayo,1173,2726
Desfase,2022,Octubre,4889,1736
Intermitente,2020,Febrero,3537,571
Instante,2018,Agosto,1256,3564
Entre Sombras,2020,Octubre,2816,507
Corazón Eléctrico,2023,Junio,3263,2941
Lento Adiós,2020,Octubre,3831,1124
Fragmentada,2015,Febrero,1225,714
Sin Filtro,2021,Mayo,2216,9
Destino Cruzado,2025,Abril,3291,258
Pulso,2017,Junio,3161,3328
Contratiempo,2025,Julio,4105,2738
Fantasmas,2021,Diciembre,1820,1309
Sombras del Ayer,2015,Noviembre,2183,3022
Caos,2022,Julio,2482,3338
Retroceso,2020,Septiembre,3242,4990
Ecos,2016,Octubre,11,2811
Vértigo,2016,Diciembre,728,3163
Corazón Eléctrico,2019,Julio,3741,3674
Inercia,2020,Julio,3282,3375
Colisión,2025,Abril,1856,3070
A Contraluz,2017,Noviembre,2113,958
Vértice,2022,Febrero,4745,196
Retroceso,2021,Marzo,149,3809
Contratiempo,2021,Noviembre,1921,1244
Repetición,2021,Agosto,2332,628
Tensión,2023,Julio,3870,4119
Tensión,2016,Septiembre,1840,3135
A Media Luz,2016,Mayo,3800,1815
Eco Final,2019,Marzo,4401,3695
Latente,2018,Noviembre,2259,2027
Caída Libre,2020,Mayo,3925,79
Siluetas,2025,Septiembre,4769,3843
Fragmentos,2016,Abril,383,2770
Sombras II,2021,Agosto,3203,114
Lento Adiós,2017,Mayo,2666,4243
Despierto,2022,Septiembre,2408,615
Ecos,2024,Abril,3106,468
Retroceso,2019,Marzo,4844,2618
Último Latido,2017,Marzo,4522,930
Marea Alta,2022,Enero,615,2774
Desvelo II,2018,Julio,2003,3920
Antes del Silencio,2020,Mayo,2754,843
Horizonte Rojo,2016,Abril,2121,1206
Antes del Silencio,2015,Febrero,4203,2094
Noches de Neón,2025,Enero,1984,3616
Vértigo,2019,Octubre,3924,3717
Ecos,2020,Junio,1934,3759
Horizonte Rojo,2017,Octubre,513,523
Gravedad,2021,Marzo,4509,4434
Ciudad Rota,2024,Febrero,2640,4297
Vértigo,2024,Mayo,1437,666
Después de Ti,2021,Mayo,504,2666
Recuerdos,2017,Octubre,3477,4857
Desfase,2018,Enero,4991,1222
Desvelo,2020,Mayo,2346,1132
Marea Alta,2025,Julio,2031,4522
Laberinto,2018,Junio,3995,855
Fantasmas,2017,Diciembre,1776,1766
Mil Vidas,2023,Noviembre,4864,3690
Intermitente,2020,Diciembre,412,2400
Caída Libre,2018,Febrero,4440,250
Pulso,2016,Abril,3582,834
Retroceso,2025,Agosto,3576,1742
Pulso,2020,Noviembre,2730,3705
Caos,2020,Octubre,1012,4809
Despierta,2022,Abril,621,3866
Punto Final,2024,Julio,646,4917
Desfase,2025,Septiembre,4276,4639
Callejón,2018,Agosto,2497,2791
Pulso,2020,Agosto,3823,1118
Inercia,2022,Abril,1694,952
Resonancia,2024,Junio,4487,4882
Al Límite,2018,Mayo,1959,2190
Callejón,2020,Diciembre,4229,1567
Último Latido,2018,Febrero,4204,3817
Distancia,2021,Agosto,2569,71
Voces,2022,Abril,1193,140
Niebla,2019,Diciembre,693,2907
Horizonte,2024,Octubre,3788,2141
Vértigo,2023,Junio,4207,2440
Despierta,2015,Diciembre,2527,2345
Tensión,2021,Mayo,4596,1478
Renacer,2022,Marzo,4354,1059
Pálpito,2015,Agosto,551,2913
Sombras del Ayer,2025,Mayo,458,776
Sin Filtro,2024,Febrero,3591,1612
Ciudad Rota,2024,Marzo,1909,2891
Oscuridad Total,2022,Enero,2045,3599
Tensión,2019,Marzo,1638,523
Instante,2025,Febrero,1165,1332
A Media Luz,2025,Diciembre,2719,2115
Fragmentada,2022,Noviembre,3662,475
Pulso Final,2024,Abril,4073,640
Última Vez,2020,Enero,2592,1931
Corazón Eléctrico,2021,Diciembre,1912,4324
Eterno,2015,Enero,3383,3717
Fantasmas,2025,Mayo,525,1449
Antes del Silencio,2024,Noviembre,3907,3121
Oscuridad Total,2023,Septiembre,2467,3954
Tiempo Muerto,2021,Septiembre,4060,652
Ruido Blanco,2022,Agosto,2878,4802
Tensión,2015,Agosto,1533,1332
Nostalgia,2023,Marzo,3935,1434
Sombras del Ayer,2022,Abril,2538,4928
Fragmentos,2024,Julio,3369,3727
Despierto,2020,Enero,4869,3149
Fragmentada,2022,Junio,4389,4157
Sombras II,2016,Enero,760,855
Latidos,2020,Mayo,2880,3023
Desvelo,2025,Octubre,4031,3664
Al Límite,2024,Marzo,1548,3018
Ruido Blanco,2021,Enero,2108,1530
Caída Libre,2025,Abril,1646,2575
Resonancia,2020,Octubre,4777,3069
Vértigo,2018,Abril,2150,2420
Corazón Eléctrico,2019,Septiembre,3832,2437
Caída Libre,2022,Julio,4671,4738
Pulso Final,2022,Septiembre,3191,4663
Sutil,2018,Julio,3293,686
Ausencia,2016,Abril,827,2087
Despierta,2015,Enero,3999,1342
Eco Final,2024,Octubre,313,4440
Sutil,2020,Abril,4456,4884
A Contraluz,2023,Septiembre,68,4552
Sutil,2023,Septiembre,2917,459
Fragmentada,2019,Abril,4077,809
Pecado,2022,Marzo,3878,24
Llama Azul,2024,Febrero,4417,1705
Colisión,2015,Diciembre,4852,3326
Repetición,2024,Febrero,3387,3869
Contratiempo,2025,Mayo,2521,3290
Eco Final,2024,Mayo,42,2889
Claroscuro,2018,Agosto,2105,4120
Fragmentos,2019,Diciembre,4832,1250
Recuerdos,2025,Abril,3673,3718
Fragmentada,2015,Enero,3600,3335
Lluvia de Estrellas,2021,Abril,4589,725
Despierta,2016,Agosto,4100,1103
Lento Adiós,2019,Agosto,1035,715
Última Vez,2015,Mayo,3690,865
Mirada Fría,2017,Enero,3416,3857
Eterno,2024,Enero,1810,3029
Desfase,2022,Agosto,2735,3826
A Contraluz,2015,Noviembre,43,3444
Oscuridad Total,2024,Septiembre,1062,3220
Caída Libre,2015,Febrero,3981,0
Despierto,2022,Abril,1916,3086
Desfase,2017,Marzo,251,2315
Al Límite,2021,Marzo,2035,2820
Desvelo,2021,Diciembre,243,1430
A Contraluz,2025,Marzo,4024,4914
Tiempo Muerto,2025,Mayo,4958,2164
Eco Final,2017,Marzo,1057,2984
Gravedad,2017,Marzo,4543,625
Marea Alta,2020,Mayo,2971,2317
Caída Libre,2015,Febrero,1407,101
A Contraluz,2016,Junio,2622,3260
Al Límite,2017,Junio,2561,1906
Nostalgia,2019,Octubre,111,3531
Punto Ciego,2017,Enero,2889,2326
Lento Adiós,2018,Marzo,1146,2601
Cenizas,2016,Noviembre,2088,3757
Reinicio,2022,Agosto,1096,2754
Sutil,2023,Marzo,4211,2815
Nostalgia,2015,Junio,4209,3955
Llama Azul,2018,Julio,4160,1825
Retroceso,2021,Julio,1890,2848
Pálpito,2019,Febrero,954,3552
Pecado,2020,Enero,2595,3661
Tensión,2020,Mayo,996,4725
Al Límite,2018,Octubre,3883,3395
Cicatrices,2023,Octubre,1359,4553
Entre Sombras,2016,Abril,4003,3453
Espiral,2019,Julio,2741,3553
Cicatrices,2023,Julio,3706,1885
Equilibrio,2022,Junio,2347,1201
Laberinto,2025,Enero,4105,4970
Caída Libre,2019,Abril,3537,1704
Desfase,2024,Diciembre,3352,2607
Caída Libre,2025,Junio,2326,4746
Laberinto,2021,Julio,644,4349
Caos,2022,Mayo,1889,816
Pálpito,2024,Diciembre,4591,956
Ciudad Rota,2021,Diciembre,3530,1803
Desvelo,2019,Diciembre,89,1297
Despierta,2024,Febrero,4355,4292
Laberinto,2024,Diciembre,2,166
Fragmentos,2020,Febrero,2814,4047
Sutil,2020,Febrero,4528,653
Mil Vidas,2019,Octubre,3386,2400
Latente,2022,Agosto,4102,955
Fragmentada,2023,Marzo,1477,4
Intermitente,2023,Noviembre,1618,3068
Ciudad Rota,2015,Abril,2126,1780
Sin Mirar Atrás,2024,Diciembre,30,307
Callejón,2018,Marzo,2647,3010
Despierto,2017,Abril,3263,3894
Sombras del Ayer,2017,Septiembre,132,4974
Llama Azul,2018,Octubre,2788,1781
Ruido Blanco,2019,Diciembre,292,1497
Desfase,2015,Enero,4409,2750
Sombras del Ayer,2025,Abril,2129,298
Desfase,2020,Enero,3798,4418
Lento Adiós,2020,Enero,3974,4557
Lluvia de Estrellas,2016,Abril,4267,914
Despierto,2023,Enero,3431,2343
Retroceso,2025,Agosto,71,4399
Equilibrio,2015,Agosto,1349,4423
Retroceso,2021,Enero,2860,3937
Sin Filtro,2019,Octubre,1755,4448
Sombras II,2018,Enero,2621,1626
Inercia,2023,Agosto,854,4341
Fragmentada,2020,Agosto,3334,3308
Cicatrices,2015,Octubre,4058,3312
Nostalgia,2023,Febrero,4190,4195
Despierta,2019,Octubre,504,984
Desvelo,2020,Diciembre,1953,97
Llama Azul,2023,Enero,4144,2451
Distancia,2020,Abril,1826,4390
Sin Filtro,2016,Junio,2391,2569
Fuego Interno,2016,Julio,3784,441
Marea Alta,2018,Julio,3088,4559
Pulso Final,2023,Agosto,346,4209
Ecos,2024,Octubre,1161,1385
Caos,2021,Octubre,2344,4815
Corazón Eléctrico,2024,Febrero,4562,2517
Tensión,2018,Septiembre,1154,4578
Eco Final,2023,Abril,4083,3305
Reinicio,2024,Mayo,1322,3020
Sin Control,2025,Noviembre,933,401
Eco Final,2016,Mayo,4028,4752
Pecado,2021,Agosto,691,1283
Lento Adiós,2015,Junio,1235,3020
Llama Azul,2018,Septiembre,3206,1861
Ritmo Urbano,2017,Diciembre,4472,546
Resonancia,2021,Septiembre,3381,4108
Reinicio,2021,Agosto,1468,2628
Cenizas,2017,Mayo,3564,732
Desvelo,2022,Septiembre,3237,294
Punto Ciego,2017,Agosto,777,3425
Última Vez,2023,Abril,2942,3689
Fantasmas,2025,Agosto,357,1618
Sin Control,2022,Junio,1201,4150
Desvelo,2024,Septiembre,1524,4708
Desorden,2020,Enero,4590,2670
Laberinto,2022,Marzo,3207,1379
A Contraluz,2019,Abril,863,3217
Punto Final,2025,Noviembre,2134,2399
Resonancia,2024,Agosto,1624,1796
Distancia,2020,Febrero,2011,328
Resonancia,2022,Abril,817,2037
Corazón Eléctrico,2024,Diciembre,4020,1576
Desvelo,2016,Agosto,2698,3044
Tensión,2021,Noviembre,1352,1520
Desconexión,2015,Marzo,433,1601
Pulso Final,2019,Junio,4951,1704
Fragmentada,2022,Diciembre,2581,1819
Ecos,2022,Mayo,1165,4630
Última Vez,2015,Febrero,861,1234
Pulso Final,2016,Noviembre,2402,1565
Último Latido,2025,Agosto,2155,789
Ciudad Rota,2017,Agosto,125,959
Desorden,2016,Diciembre,4060,3108
Inercia,2020,Noviembre,2149,997
Punto Final,2020,Mayo,4454,3896
Lluvia de Estrellas,2018,Octubre,4589,4746
Repetición,2024,Abril,2694,3826
Niebla,2022,Diciembre,3021,4828
Tensión,2017,Julio,3821,4879
Marea Alta,2020,Diciembre,4492,3740
Latente,2022,Noviembre,2279,4282
Cenizas,2020,Septiembre,3818,3419
Destino Cruzado,2022,Octubre,4551,3072
Distancia,2018,Julio,1823,4833
Tensión,2025,Mayo,1102,3696
Resonancia,2020,Julio,4624,2195
Horizonte,2016,Julio,2449,3789
Colisión,2021,Octubre,3794,2579
Recuerdos,2025,Julio,3259,4398
Caos,2018,Diciembre,3527,2732
Vértice,2024,Junio,3243,174
Marea Alta,2016,Julio,449,1223
Sombras II,2024,Noviembre,2893,4972
Fantasmas,2016,Abril,3935,175
Fuego Interno,2017,Diciembre,2525,1573
Tiempo Muerto,2015,Febrero,777,480
A Contraluz,2017,Septiembre,3727,4326
Sin Mirar Atrás,2017,Marzo,877,4475
Eterno,2016,Junio,1926,2422
Ruido Blanco,2015,Abril,249,1953
Horizonte Rojo,2020,Abril,3942,4507
Lluvia de Estrellas,2015,Septiembre,764,1723
Latente,2022,Junio,3079,3541
A Contraluz,2018,Julio,2993,4391
Sombras del Ayer,2022,Abril,438,230
Desorden,2020,Julio,3603,1178
A Contrarreloj,2015,Diciembre,3158,4965
Voces,2018,Junio,1507,4401
Caída Libre,2023,Marzo,2658,4258
Tensión,2017,Marzo,4822,2307
Recuerdos,2021,Abril,3681,2049
Oscuridad Total,2018,Abril,2051,3931
Latente,2019,Diciembre,2942,1515
Caída Libre,2018,Diciembre,1179,1535
Punto Final,2018,Febrero,3455,4551
Retroceso,2025,Marzo,50,851
Última Vez,2020,Septiembre,3755,3332
Lluvia de Estrellas,2017,Enero,3521,481
Pálpito,2023,Enero,4634,2978
Tensión,2020,Julio,2989,3921
Ecos,2023,Mayo,4524,1493
Marea Alta,2021,Julio,386,3424
Tensión,2017,Noviembre,3692,1354
Sutil,2018,Septiembre,1962,402
Sutil,2022,Mayo,4656,4849
Último Latido,2020,Agosto,611,1282
Niebla,2021,Febrero,4706,2370
Lluvia de Estrellas,2021,Julio,934,2171
Colisión,2025,Octubre,1119,3640
Inercia,2020,Abril,4167,4785
Pulso Final,2017,Agosto,1949,2866
Inercia,2020,Noviembre,3692,2020
Repetición,2018,Abril,3845,4106
Fragmentada,2023,Febrero,1046,4709
Desvelo II,2017,Agosto,1264,3046
Último Latido,2016,Enero,519,710
Caos,2022,Noviembre,4868,1026
Contratiempo,2021,Octubre,3848,2177
Fuego Interno,2015,Noviembre,413,2106
Desfase,2021,Diciembre,108,2625
Sombras II,2025,Abril,4209,123
Fragmentada,2018,Enero,526,3104
Tensión,2017,Noviembre,1565,3605
Horizonte,2025,Octubre,2253,3004
Mil Vidas,2015,Septiembre,366,1222
Callejón,2018,Agosto,3885,4
Sombras II,2024,Enero,2286,3997
Reinicio,2020,Octubre,449,2212
Pulso Final,2017,Abril,75,3869
Intermitente,2024,Mayo,4845,3509
Cenizas,2020,Agosto,3008,2622
Despierta,2017,Julio,2864,1849
Corazón Eléctrico,2021,Diciembre,1342,910
Mirada Fría,2020,Septiembre,3660,4653
Sutil,2022,Septiembre,2750,4124
Fantasmas,2017,Enero,2705,2968
Pulso,2021,Mayo,1712,1233
Contratiempo,2018,Junio,3457,2575
Fantasmas,2025,Diciembre,685,2785
Ausencia,2022,Octubre,868,600
Lluvia de Estrellas,2015,Septiembre,3369,104
Sutil,2022,Marzo,3233,1269
Contratiempo,2020,Enero,2637,3395
Llama Azul,2017,Julio,161,2804
Fuego Interno,2023,Marzo,4355,4578
Renacer,2016,Octubre,1341,3169
Inercia,2024,Agosto,3350,2551
Sutil,2018,Febrero,4594,2554
Equilibrio,2023,Febrero,4625,3481
A Contrarreloj,2024,Mayo,1808,885
Resonancia,2023,Octubre,4920,4124
Lluvia de Estrellas,2025,Enero,3510,3777
A Media Luz,2019,Junio,1109,3432
Recuerdos,2017,Julio,4834,437
Pulso Final,2018,Octubre,4773,2632
Sin Control,2015,Diciembre,2066,3458
Renacer,2018,Noviembre,4215,2386
Inercia,2015,Junio,3254,4249
Laberinto,2023,Mayo,2748,2591
Callejón,2022,Julio,1270,1362
Caída Libre,2020,Octubre,4271,222
Recuerdos,2016,Abril,3648,1781
Gravedad,2015,Junio,2144,2575
Noches de Neón,2017,Noviembre,2080,1709
Eterno,2016,Enero,4281,4331
Equilibrio,2025,Junio,333,3252
Resonancia,2019,Noviembre,3979,372
Ecos,2022,Mayo,2373,2124
A Contrarreloj,2024,Abril,3613,1655
Punto Ciego,2021,Noviembre,2526,291
Gravedad,2024,Febrero,190,1960
Voces,2023,Mayo,4842,4327
Caída Libre,2017,Enero,4317,2676
Punto Final,2020,Enero,135,1068
Contratiempo,2019,Enero,1547,1408
Tiempo Muerto,2018,Julio,3013,3300
Llama Azul,2019,Febrero,4125,1449
Eterno,2021,Agosto,4104,2684
Ciudad Rota,2019,Abril,1771,2604
Cicatrices,2025,Junio,505,1388
Fantasmas,2015,Diciembre,2008,363
Cenizas,2019,Julio,2256,2630
Eterno,2020,Abril,821,2060
Mirada Fría,2022,Junio,1403,2691
Instinto,2019,Julio,2695,768
Noches de Neón,2015,Noviembre,3248,3731
Pálpito,2020,Septiembre,3645,4749
Resonancia,2021,Noviembre,823,431
A Contraluz,2024,Enero,1226,4834
Cenizas,2022,Diciembre,4646,4738
Lluvia de Estrellas,2017,Mayo,1132,1226
Horizonte,2016,Marzo,960,1568
Tiempo Muerto,2025,Agosto,4968,4611
Pálpito,2017,Junio,2071,3143
Alma Libre,2025,Abril,4144,1073
Renacer,2015,Septiembre,689,102
Intermitente,2019,Abril,593,423
Último Latido,2023,Enero,2923,3152
Punto Ciego,2017,Mayo,4895,914
Ruido Blanco,2022,Octubre,1820,783
Repetición,2022,Marzo,2817,282
Vértice,2023,Julio,1784,4639
